,vessel_ID,image_ID,labels
297,19640,18112,1
298,17736,14339,1
299,18800,15938,1
300,26851,33980,2
301,23261,25496,2
302,17156,13223,2
303,16001,11052,1
304,21376,20648,0
305,14755,8237,2
306,16222,15322,1
307,24870,29415,2
308,20126,18600,1
309,27663,36139,0
310,28729,40642,2
311,16645,12365,2
312,22650,24037,2
313,22086,22377,1
314,20200,18681,1
315,28332,39066,2
316,18910,16051,1
317,24937,29597,0
318,561,811,2
319,26531,33541,2
320,23564,26013,0
321,17051,12988,1
322,22596,23973,2
323,19561,17964,1
324,25522,31708,2
325,23013,25029,0
326,25900,32911,2
327,20117,18591,1
328,22523,23535,0
329,21379,20657,0
330,24760,30523,1
331,28595,40169,2
332,20244,18725,1
333,23470,25858,0
334,25059,29993,0
335,17294,13510,1
336,27323,35349,2
337,20568,19490,1
338,28602,40177,2
339,19845,18297,1
340,26126,33020,2
341,26133,33013,2
342,27390,35421,2
343,24967,29654,2
344,16860,12782,0
345,25879,32932,2
346,24851,29394,0
347,23647,26146,2
348,23334,25655,2
349,26105,33041,2
350,406,485,2
351,19333,17714,1
352,1145,1882,2
353,21259,20521,2
354,19395,17777,1
355,19027,16179,1
356,27088,34562,0
357,18225,15332,1
358,27679,36165,2
359,21400,20697,0
360,24500,28114,0
361,22592,23969,2
362,1239,1880,2
363,17407,13864,0
364,22334,32106,2
365,21005,20292,1
366,18838,15979,1
367,22805,24782,0
368,22504,23473,2
369,1089,10657,2
370,16074,11191,1
371,27389,35420,2
372,21219,20479,2
373,19468,17872,1
374,19938,18390,1
375,21356,20629,2
376,23065,25121,0
377,23195,25344,0
378,16602,12307,0
379,24765,29083,1
380,27609,39466,2
381,28283,38719,2
382,25169,30213,1
383,18824,15963,1
384,24733,28961,0
385,23659,26158,2
386,27188,35116,2
387,20248,18729,1
388,16890,12812,0
389,28620,40195,2
390,24900,29461,0
391,18359,15470,1
392,23979,26809,1
393,18893,16034,0
394,26094,33052,2
395,18061,14750,1
396,22502,23469,2
397,15850,10748,2
398,16282,11555,1
399,28596,40170,2
400,21265,20530,2
401,1193,1847,1
402,11857,2570,2
403,23648,26147,2
404,20650,19633,0
405,15199,9488,0
406,19502,17905,0
407,27168,36709,0
408,25187,30307,0
409,19152,16394,1
410,19912,18364,1
411,19540,17943,1
412,26774,33918,0
413,20233,18715,1
414,18667,15797,1
415,12185,11107,2
416,22799,24776,2
417,28355,39218,0
418,14698,8091,2
419,23684,26208,0
420,19260,16886,1
421,738,1129,0
422,17945,14680,1
423,18297,15403,1
424,25527,31748,0
425,24046,26907,0
426,27106,34583,0
427,18481,15602,1
428,18512,15635,1
429,17709,14314,1
430,20089,18563,1
431,18596,15725,1
432,19203,16694,1
433,22239,22863,2
434,28599,40174,0
435,18745,15877,1
436,26591,33893,2
437,28388,39395,2
438,17635,14197,2
439,20771,19812,0
440,28591,40165,1
441,23138,25252,0
442,25991,33156,2
443,20781,19828,0
444,26621,33863,2
445,15977,10909,1
446,28140,37742,2
447,26715,33838,2
448,23162,25285,0
449,23331,25616,2
450,22279,22986,2
451,20140,18614,1
452,26684,33712,2
453,17710,14315,1
454,18578,15707,1
455,20628,19608,2
456,22015,22187,1
457,24387,27721,2
458,21588,20998,1
459,20094,18568,1
460,16882,12806,2
461,26567,33686,2
462,19087,15271,1
463,24356,27663,0
464,1163,1849,0
465,19268,17648,1
466,562,813,1
467,17973,14704,1
468,26044,33102,2
469,23552,26001,0
470,12120,3087,2
471,23984,26814,1
472,21382,20668,0
473,512,698,0
474,23081,25149,0
475,513,707,0
476,20112,18586,1
477,19545,17948,1
478,20830,19885,0
479,23095,25178,2
480,18833,16215,1
481,21670,21139,0
482,18717,15849,1
483,19907,18359,1
484,17179,13289,1
485,19887,18339,1
486,19209,16700,1
487,16267,11520,1
488,17763,14363,1
489,26879,33954,1
490,26274,33284,2
491,22598,23975,2
492,26171,33387,2
493,25961,33190,2
494,25828,32883,2
495,17267,13435,0
496,18521,15644,1
497,21502,20806,1
498,19763,18237,1
499,22672,24147,2
500,16004,11055,1
501,17177,13286,1
502,21233,20494,2
503,26381,33643,2
504,18657,15168,2
505,17441,14086,1
506,23145,25262,0
507,19871,18323,1
508,23343,25630,2
509,18897,16038,1
510,28176,38048,0
511,17630,14192,1
512,28215,38386,0
513,1240,1879,2
514,28197,38291,1
515,20730,19726,0
516,28214,38382,1
517,24396,27730,1
518,20228,18710,1
519,21364,20631,2
520,18028,16118,1
521,23317,25579,2
522,16964,12885,2
523,18247,15354,1
524,20556,19462,2
525,16216,15885,1
526,23972,26802,1
527,23646,26145,1
528,19886,18338,1
529,27973,36864,2
530,25499,31658,0
531,19743,18216,1
532,21148,20403,1
533,25802,32581,1
534,24194,27254,2
535,24772,29101,0
536,26231,33327,2
537,27152,39883,0
538,15925,10824,1
539,25875,32936,2
540,23272,25512,0
541,19749,18222,1
542,22305,32087,1
543,413,497,1
544,22524,23540,2
545,28285,38722,0
546,19472,17876,1
547,28333,39071,2
548,14626,7876,0
549,25189,30315,2
550,18239,15346,1
551,21205,20466,2
552,22052,22296,1
553,679,1009,2
554,26770,33701,2
555,27565,39885,2
556,27211,35134,0
557,23310,25567,0
558,27326,35352,2
559,23151,25274,0
560,22240,22866,2
561,24374,27702,0
562,19727,18200,1
563,19267,17645,1
564,23565,26014,0
565,22659,24155,0
566,17998,14729,1
567,20057,18531,1
568,27217,35091,2
569,28613,40188,1
570,25554,31933,2
571,25965,33185,2
572,26170,33388,2
573,27661,36133,2
574,18820,15959,1
575,27577,39806,1
576,19632,18103,1
577,18273,15384,1
578,457,563,2
579,16070,11187,1
580,24724,28952,2
581,20552,19446,2
582,20886,20079,0
583,22580,23957,2
584,18437,15557,1
585,25574,32277,0
586,20779,19824,0
587,18404,15520,1
588,26089,33057,2
589,27935,39654,0
590,17218,13365,2
591,24657,28762,1
592,21893,21804,0
593,22842,24827,2
594,27144,34693,2
595,17401,13855,1
596,17060,13006,2
597,788,1340,1
598,24158,27154,1
599,17163,13230,2
600,17049,12982,2
601,23906,26695,2
602,20146,18620,1
603,14761,8251,0
604,24391,27725,2
605,27606,39471,2
606,22784,24760,2
607,22804,24781,0
608,23956,26775,1
609,24071,26946,0
610,18699,15830,1
611,27092,34568,0
612,26931,34759,1
613,18602,15731,1
614,21321,20584,2
615,20081,18555,1
616,19009,16157,1
617,22087,22380,1
618,27305,35322,2
619,26358,33667,2
620,17085,13057,2
621,19252,16848,1
622,26291,33267,2
623,17433,13898,0
624,20751,19771,2
625,24220,27317,1
626,27215,35094,0
627,22778,24753,2
628,16715,13270,1
629,17982,14713,1
630,22063,22320,1
631,1217,9972,2
632,16268,11522,1
633,28253,38639,0
634,26174,33384,2
635,19120,16343,0
636,28177,38057,0
637,23535,25984,0
638,551,13646,0
639,24542,28424,2
640,20349,16590,0
641,26241,33317,2
642,27111,34565,0
643,22756,24727,0
644,22983,24994,1
645,17390,13842,1
646,24382,27715,2
647,24250,27405,0
648,18312,15418,0
649,20147,18621,1
650,17147,13212,2
651,22085,22375,1
652,22293,23104,2
653,844,10691,2
654,22065,22326,1
655,206,239,0
656,26695,33858,0
657,19488,17891,1
658,24506,28471,2
659,21357,20622,2
660,24837,29310,2
661,26123,33023,2
662,688,1018,1
663,24977,29692,1
664,19432,17841,1
665,18888,16029,1
666,19355,17737,1
667,27222,35086,2
668,26471,33601,2
669,25849,32962,2
670,17269,13437,0
671,23573,26023,0
672,25184,30287,0
673,28274,38701,2
674,790,1348,1
675,28631,40208,0
676,18604,15733,1
677,18670,15800,1
678,22253,22905,2
679,27196,35131,0
680,20811,19865,2
681,19723,18196,1
682,28780,40655,0
683,19132,16373,1
684,18685,15816,1
685,17279,13467,0
686,19505,17908,0
687,24373,27700,2
688,24207,27284,2
689,27301,35318,2
690,21752,21184,2
691,20695,19770,2
692,18904,16045,1
693,18217,14967,1
694,17421,13880,1
695,23454,25800,0
696,24970,29656,2
697,21645,21086,2
698,27115,34326,0
699,21579,20986,2
700,19678,18151,1
701,11861,2739,2
702,17540,14037,0
703,169,186,2
704,20482,17986,2
705,23997,26827,1
706,22856,24853,0
707,23258,25492,2
708,24034,26891,1
709,26469,33603,2
710,19141,16383,1
711,20202,18683,1
712,16303,11569,0
713,24162,27165,2
714,22088,22383,1
715,19243,17631,1
716,20786,19833,0
717,24149,27137,2
718,16221,15320,1
719,17701,14306,1
720,20046,18520,0
721,20671,19747,0
722,19271,17651,1
723,26858,33960,2
724,16299,11562,1
725,28621,40196,2
726,18840,15981,1
727,12235,11097,0
728,23030,25071,2
729,21793,21391,2
730,25432,31447,1
731,19920,18372,1
732,18008,14739,1
733,25833,32978,2
734,755,1184,0
735,20043,18515,1
736,17781,14379,1
737,18006,14737,1
738,23399,25711,0
739,22935,24946,1
740,20181,18662,1
741,26995,34193,2
742,19483,17886,1
743,27034,34138,0
744,28319,39000,2
745,22640,24027,2
746,18781,15919,1
747,20040,18512,1
748,1158,1869,0
749,21285,20563,2
750,24138,27110,1
751,18342,15452,1
752,17309,13556,2
753,17797,14393,1
754,27613,39827,2
755,19148,16390,1
756,19866,18318,1
757,25055,29980,1
758,27174,39797,0
759,21589,20999,1
760,16298,11561,1
761,22057,22307,1
762,17657,14237,0
763,24903,29464,0
764,22637,24024,2
765,19745,18218,1
766,28218,38392,2
767,17086,13058,1
768,676,1005,0
769,18416,15534,1
770,22335,32104,1
771,23383,25693,0
772,24498,28446,1
773,18762,15898,1
774,19342,17723,1
775,26518,33554,2
776,18461,15582,1
777,18906,16047,1
778,26348,33209,2
779,19530,17933,1
780,19147,16389,1
781,25892,32919,1
782,18150,18739,1
783,18304,15410,1
784,23660,26159,2
785,16937,12858,2
786,19510,17913,1
787,22860,24857,2
788,17066,13014,1
789,22249,22893,2
790,26084,33062,2
791,22539,23603,0
792,443,1087,0
793,20104,18578,1
794,17636,14198,1
795,14556,7699,2
796,19059,16098,0
797,22994,25005,1
798,22271,22962,2
799,22706,24226,2
800,1115,1870,0
801,19592,18064,1
802,19661,18134,1
803,21526,20848,0
804,18284,15390,1
805,22058,22309,1
806,21238,20501,2
807,22077,22363,0
808,23009,25023,2
809,1191,10708,2
810,22343,32092,2
811,19277,17656,1
812,21246,20507,2
813,23554,26003,0
814,17733,14336,1
815,22653,24040,2
816,24091,38543,2
817,26613,33871,1
818,24144,27129,1
819,24191,27245,2
820,28211,38370,2
821,18735,15867,1
822,26048,33098,2
823,18455,15575,1
824,22945,24957,2
825,16780,12641,0
826,19259,17639,1
827,22937,24948,1
828,16274,11527,1
829,18931,16074,1
830,20125,18599,1
831,17342,13789,0
832,21074,20336,1
833,17232,13387,0
834,27299,35315,2
835,18600,15729,1
836,22542,23616,0
837,18843,15984,1
838,20092,18566,0
839,25918,32866,0
840,26234,33324,2
841,16606,12312,0
842,26205,33353,2
843,19138,16380,0
844,16146,28308,0
845,26507,33565,2
846,17322,13756,1
847,15931,10831,1
848,16324,11590,1
849,225,263,0
850,26082,33064,2
851,20790,19839,2
852,25855,32956,2
853,24752,29032,1
854,14743,8205,2
855,26406,33618,2
856,25209,30388,1
857,17409,13867,1
858,19249,16842,1
859,16019,11078,1
860,28619,40194,0
861,21072,20396,0
862,28303,38771,2
863,429,519,1
864,22651,24038,2
865,12137,14431,2
866,19232,16766,1
867,26691,33862,2
868,19578,17982,1
869,24001,26831,1
870,27780,39678,0
871,19376,17758,1
872,23481,25906,2
873,17646,14216,1
874,21765,21209,0
875,20637,19613,0
876,17698,14303,1
877,18237,15344,1
878,23211,25383,2
879,18390,15506,1
880,104,14837,0
881,20467,17555,0
882,17720,14324,1
883,23028,25069,2
884,16935,12856,2
885,615,913,2
886,21576,20981,1
887,17062,13009,2
888,23931,26730,2
889,18909,16050,1
890,18194,14944,1
891,16953,12873,2
892,24058,26929,0
893,20337,16566,2
894,26215,33343,2
895,20251,18732,1
896,24013,26843,1
897,25438,31480,2
898,24975,29662,1
899,19863,18315,1
900,19250,17636,1
901,17808,14410,0
902,20075,18549,1
903,16286,11558,1
904,19756,18229,1
905,1177,10686,1
906,15089,9241,0
907,17449,13916,1
908,19382,17764,0
909,23933,26734,2
910,26362,33663,2
911,23537,25986,0
912,18487,15608,1
913,17765,14365,0
914,1152,10719,2
915,26685,33711,2
916,27256,35148,2
917,26265,33293,2
918,25176,30245,1
919,20483,18013,2
920,1150,1888,0
921,23442,25783,2
922,26307,33250,2
923,18777,15914,1
924,26990,34198,2
925,26298,33260,2
926,22693,24180,2
927,19487,17890,1
928,14992,8930,2
929,21900,21818,1
930,28611,40186,0
931,27385,35415,2
932,20080,18554,1
933,21635,21066,1
934,18454,15574,1
935,22308,32085,1
936,22233,22844,2
937,17307,13553,2
938,24494,28100,0
939,21004,20290,1
940,22054,22300,2
941,370,447,0
942,18193,14943,1
943,26383,33641,2
944,19325,17706,1
945,1171,10685,2
946,19063,15287,0
947,26409,33615,2
948,16027,11121,0
949,18133,18736,1
950,24662,28774,1
951,28788,40680,2
952,24884,29438,2
953,19827,18279,1
954,16978,21012,2
955,770,1238,1
956,18727,15859,1
957,28546,40068,0
958,19953,18406,1
959,27146,34711,2
960,17518,13998,2
961,23996,26826,1
962,23516,25965,0
963,23159,25282,0
964,24222,27333,2
965,19396,17778,1
966,18435,15555,1
967,26219,33339,2
968,23949,26764,1
969,22671,24152,2
970,22923,24934,1
971,18236,15343,1
972,24292,27508,2
973,23640,26331,2
974,17499,13965,2
975,26794,34064,2
976,19775,18249,1
977,26827,34008,2
978,18898,16039,1
979,18131,16650,1
980,20066,18540,1
981,30,35,2
982,11457,1930,2
983,19896,18348,1
984,27164,36562,0
985,20687,19661,0
986,21217,20478,2
987,23359,25657,2
988,23092,25173,0
989,26389,33635,2
990,24797,29208,1
991,18949,16092,1
992,23542,25991,0
993,18442,15562,1
994,21266,20524,2
995,26111,33035,2
996,20283,16440,2
997,24522,28435,2
998,24003,26833,1
999,26091,33055,2
1000,27700,36135,2
1001,23521,25970,0
1002,25844,32967,0
1003,28219,38398,2
1004,21221,20481,2
1005,21411,20712,1
1006,21551,20934,2
1007,24469,28045,0
1008,22931,24942,1
1009,18311,15417,1
1010,18751,15883,1
1011,28345,39146,2
1012,22927,24938,2
1013,18262,15371,1
1014,16851,12778,2
1015,15922,10820,1
1016,18778,15915,1
1017,21853,21720,0
1018,26590,33894,0
1019,15948,10853,1
1020,28265,38685,0
1021,1167,1841,2
1022,27059,34261,2
1023,17820,14451,0
1024,19905,18357,1
1025,22574,23951,0
1026,16318,11584,1
1027,26783,33986,2
1028,28777,40657,2
1029,22984,24995,1
1030,140,152,2
1031,24069,26944,2
1032,19429,17838,1
1033,15180,9448,2
1034,26313,33244,2
1035,23227,25420,0
1036,27189,35115,0
1037,24081,38545,2
1038,19155,16397,1
1039,18364,15475,1
1040,20551,19442,0
1041,27314,35337,2
1042,25430,31436,2
1043,16170,11342,0
1044,18038,15889,1
1045,18003,14734,1
1046,17916,14624,1
1047,21402,20699,1
1048,23463,25831,2
1049,18541,15664,1
1050,28748,40632,2
1051,24182,27222,2
1052,17021,13354,2
1053,25518,31702,2
1054,20827,19883,0
1055,23431,25770,0
1056,19240,17628,1
1057,15863,10762,1
1058,27015,34173,1
1059,27749,39669,0
1060,19664,18137,1
1061,24863,29407,0
1062,592,880,2
1063,19651,18124,1
1064,19130,16371,1
1065,18476,15597,1
1066,22275,22974,2
1067,25449,31530,1
1068,26167,33391,2
1069,20212,18693,1
1070,27118,34348,0
1071,25495,31634,2
1072,16552,12211,0
1073,24973,29659,2
1074,20162,18644,1
1075,20776,19818,0
1076,22549,23644,0
1077,26273,33285,2
1078,21290,20551,2
1079,18531,15654,1
1080,18253,15360,1
1081,20293,16460,2
1082,21520,20831,2
1083,16003,11054,1
1084,13667,6014,0
1085,25421,31383,2
1086,22250,22896,2
1087,17493,14080,1
1088,27065,34271,0
1089,17684,14287,1
1090,21634,21064,2
1091,26294,33264,2
1092,18984,16131,1
1093,23913,26703,2
1094,23160,25283,0
1095,20045,18517,1
1096,351,429,0
1097,17823,14458,2
1098,26327,33657,2
1099,20783,19831,0
1100,19660,18133,1
1101,18272,15383,1
1102,18565,15693,1
1103,26309,33248,2
1104,18000,14731,1
1105,20190,18671,1
1106,24125,27080,2
1107,23591,26054,2
1108,18325,15434,1
1109,25798,32723,1
1110,18135,18737,1
1111,25136,30135,2
1112,24666,28778,1
1113,21512,20820,0
1114,17455,13922,0
1115,19008,16156,1
1116,28277,38707,0
1117,24808,29247,2
1118,23557,26006,0
1119,28178,38069,0
1120,17548,14049,2
1121,18242,15349,1
1122,19566,17969,1
1123,18540,15663,1
1124,19541,17944,0
1125,25824,32888,2
1126,22082,22368,1
1127,19037,16195,1
1128,19538,17941,1
1129,22323,32102,2
1130,17083,13055,0
1131,17259,13426,0
1132,16726,12526,2
1133,21577,20982,1
1134,22929,24940,2
1135,23581,26041,0
1136,14648,7961,2
1137,23999,26829,1
1138,19796,18270,1
1139,23818,26526,1
1140,23534,25983,0
1141,26510,33562,2
1142,17987,14718,1
1143,21578,20983,1
1144,22427,23289,2
1145,22477,23408,2
1146,18007,14738,1
1147,17804,14400,1
1148,27306,35324,2
1149,26324,33233,2
1150,26376,33648,2
1151,28247,38630,0
1152,24849,29392,0
1153,19721,18194,1
1154,20567,19488,0
1155,16895,12818,2
1156,18741,15873,1
1157,27022,34115,2
1158,21297,20557,2
1159,22236,22854,2
1160,19291,17671,1
1161,17386,13838,1
1162,20547,19384,0
1163,25028,29901,1
1164,25894,32917,2
1165,27599,39815,0
1166,21149,20405,1
1167,19902,18354,1
1168,17017,13350,0
1169,14944,8811,1
1170,27040,34151,0
1171,23936,26740,0
1172,31,36,0
1173,21387,20680,2
1174,21658,21098,0
1175,11576,2125,2
1176,18943,16086,1
1177,25130,30119,0
1178,28278,38712,0
1179,207,241,1
1180,18055,16126,1
1181,23909,26699,2
1182,23049,25101,2
1183,24282,27494,0
1184,20083,18557,0
1185,17801,14397,1
1186,26601,33883,0
1187,17702,14307,1
1188,17542,14043,2
1189,17436,13903,1
1190,17304,13547,0
1191,24456,27829,0
1192,21592,21005,1
1193,27117,34344,2
1194,19972,18424,0
1195,19289,17669,1
1196,16532,12191,1
1197,22600,23977,2
1198,28167,37971,0
1199,21660,21100,0
1200,20060,18534,1
1201,22555,23668,2
1202,27236,35074,1
1203,22707,24227,2
1204,25968,33182,2
1205,24969,29655,2
1206,23834,26559,2
1207,24313,27578,0
1208,27120,34352,0
1209,26464,33608,2
1210,20054,18528,1
1211,19086,15262,1
1212,28352,39202,2
1213,19192,16683,1
1214,20521,19125,1
1215,19709,18182,1
1216,20529,19164,1
1217,24487,28085,2
1218,19867,18319,1
1219,19610,18081,0
1220,16581,12270,0
1221,21352,20619,2
1222,22734,24446,2
1223,26069,33077,2
1224,24217,27308,1
1225,26270,33288,2
1226,23678,26193,0
1227,26100,33046,2
1228,16543,12202,0
1229,27102,34579,0
1230,19754,18227,1
1231,16080,11197,1
1232,19163,16652,1
1233,25493,31626,2
1234,23184,25329,0
1235,20056,18530,1
1236,22501,23467,2
1237,22911,24922,1
1238,24180,27216,2
1239,21355,20621,2
1240,16820,33447,2
1241,18829,15970,1
1242,17536,14030,0
1243,20287,16449,0
1244,18039,16178,0
1245,26697,33856,0
1246,23179,25318,0
1247,24458,27833,2
1248,92,14808,0
1249,18707,15838,1
1250,12254,11111,2
1251,27053,34253,2
1252,20640,19698,2
1253,19270,17650,1
1254,17094,13073,0
1255,24462,27842,0
1256,24939,29606,0
1257,20163,18645,1
1258,18582,15711,1
1259,23209,25380,2
1260,24560,28402,2
1261,27145,34701,2
1262,16007,11060,1
1263,16321,11587,0
1264,22829,24809,2
1265,25957,33195,2
1266,19589,18061,1
1267,21211,20473,2
1268,19133,16374,1
1269,17255,13422,0
1270,26374,33650,2
1271,18261,15370,1
1272,20009,18481,1
1273,20721,19700,2
1274,403,479,2
1275,18317,15425,1
1276,28265,38687,0
1277,24026,26867,2
1278,21421,20725,0
1279,23960,26782,2
1280,26478,33594,2
1281,18936,16079,1
1282,24413,27771,1
1283,20465,17828,1
1284,24457,27831,0
1285,24768,29093,0
1286,479,619,0
1287,156,169,0
1288,24124,27079,0
1289,26012,33134,2
1290,22800,24777,2
1291,25848,32996,2
1292,26088,33058,2
1293,20338,16568,0
1294,23457,25812,0
1295,21249,20506,2
1296,22964,24976,1
1297,18509,15632,1
1298,23105,25192,0
1299,26103,33043,2
1300,17905,14613,0
1301,20837,19898,2
1302,19518,17921,0
1303,25018,29749,0
1304,17239,13393,0
1305,18554,15680,1
1306,1140,10695,2
1307,12198,11103,2
1308,22872,24879,2
1309,22519,23518,2
1310,18180,14931,1
1311,19648,18121,1
1312,28284,38720,2
1313,13439,5500,0
1314,22827,24806,0
1315,26282,33276,2
1316,17739,14342,0
1317,20839,19914,2
1318,19704,18177,1
1319,18192,14942,1
1320,16692,13053,1
1321,18725,15857,1
1322,28301,38769,2
1323,27074,34285,0
1324,26276,33282,2
1325,17148,13213,2
1326,20662,19735,0
1327,18538,15661,1
1328,23189,25338,2
1329,26863,33967,2
1330,27694,36150,1
1331,21225,20487,0
1332,15153,9378,0
1333,20161,18643,1
1334,28113,37303,2
1335,23998,26828,1
1336,21298,20561,2
1337,23039,25082,2
1338,19771,18245,1
1339,19467,17871,1
1340,18995,16143,1
1341,18302,15408,1
1342,18410,15529,1
1343,26314,33243,2
1344,19411,17793,1
1345,27698,36146,1
1346,559,807,0
1347,24840,29378,0
1348,17018,13351,0
1349,960,1857,0
1350,19346,17728,1
1351,20086,18560,1
1352,24265,27470,2
1353,21272,20534,2
1354,18465,15586,1
1355,16891,12813,2
1356,19581,18053,1
1357,23307,25562,2
1358,24067,26942,1
1359,21367,20634,2
1360,22290,23103,2
1361,27099,34575,0
1362,21521,20832,2
1363,33,38,0
1364,21906,21828,2
1365,21495,20785,1
1366,22617,23994,2
1367,26821,34015,2
