,vessel_ID,image_ID,labels
206,24562,28458,1
207,27200,35127,1
208,20286,16447,3
209,20207,18688,2
210,15040,9091,3
211,20243,18724,2
212,22105,22442,0
213,18890,16031,2
214,25129,30118,0
215,19364,17746,3
216,17730,14333,2
217,17708,14313,2
218,16900,12822,0
219,23047,25097,0
220,21789,21383,1
221,24555,28409,0
222,437,526,3
223,464,579,0
224,27095,34815,3
225,24172,27191,1
226,300,358,1
227,27210,35062,1
228,19511,17914,2
229,23380,25690,1
230,23311,25569,1
231,27350,35378,0
232,20879,20028,3
233,18208,14958,2
234,19544,17947,2
235,14896,8638,1
236,26179,33379,0
237,23496,25926,0
238,17780,14378,2
239,28614,40189,2
240,26492,33580,0
241,25995,33152,0
242,19397,17779,2
243,16886,12808,0
244,28541,40115,3
245,28331,39055,1
246,20554,19453,0
247,18300,15406,2
248,21331,20595,0
249,18370,15481,2
250,21404,20701,1
251,19293,17673,2
252,18754,15887,2
253,19082,15969,2
254,19921,18373,2
255,22259,22926,1
256,24392,27726,1
257,20620,19579,1
258,18443,15563,2
259,26116,33030,0
260,335,12246,1
261,25878,32933,0
262,24859,29402,3
263,28286,38724,3
264,17606,14168,2
265,28545,40129,1
266,18968,16113,2
267,16330,11603,0
268,1069,10658,3
269,26593,33891,2
270,23142,25259,3
271,17230,13382,1
272,26049,33097,0
273,17363,13809,1
274,694,1026,1
275,26074,33072,0
276,26114,33032,0
277,24697,28878,3
278,23291,25541,1
279,20150,18624,2
280,19791,18265,2
281,20765,19799,0
282,19838,18290,2
283,25194,30332,0
284,22925,24936,2
285,17961,14696,2
286,16879,12804,1
287,19050,15461,1
288,24404,27838,3
289,1216,9965,3
290,22603,23980,0
291,23987,26817,1
292,28127,37690,1
293,21753,21186,3
294,680,1010,0
295,18500,15623,2
296,21413,20714,1
297,19640,18112,2
298,17736,14339,2
299,18800,15938,2
300,26851,33980,0
301,23261,25496,1
302,17156,13223,0
303,16001,11052,2
304,21376,20648,1
305,14755,8237,3
306,16222,15322,2
307,24870,29415,0
308,20126,18600,2
309,27663,36139,3
310,28729,40642,0
311,16645,12365,0
312,22650,24037,0
313,22086,22377,1
314,20200,18681,2
315,28332,39066,0
316,18910,16051,2
317,24937,29597,1
318,561,811,0
319,26531,33541,0
320,23564,26013,3
321,17051,12988,2
322,22596,23973,0
323,19561,17964,2
324,25522,31708,1
325,23013,25029,1
326,25900,32911,0
327,20117,18591,2
328,22523,23535,3
329,21379,20657,1
330,24760,30523,2
331,28595,40169,0
332,20244,18725,2
333,23470,25858,1
334,25059,29993,3
335,17294,13510,3
336,27323,35349,2
337,20568,19490,2
338,28602,40177,0
339,19845,18297,2
340,26126,33020,0
341,26133,33013,0
342,27390,35421,0
343,24967,29654,0
344,16860,12782,3
345,25879,32932,0
346,24851,29394,1
347,23647,26146,2
348,23334,25655,0
349,26105,33041,1
350,406,485,0
351,19333,17714,2
352,1145,1882,0
353,21259,20521,0
354,19395,17777,2
355,19027,16179,2
356,27088,34562,3
357,18225,15332,2
358,27679,36165,0
359,21400,20697,1
360,24500,28114,1
361,22592,23969,0
362,1239,1880,0
363,17407,13864,3
364,22334,32106,0
365,21005,20292,1
366,18838,15979,2
367,22805,24782,3
368,22504,23473,0
369,1089,10657,0
370,16074,11191,2
371,27389,35420,0
372,21219,20479,0
373,19468,17872,2
374,19938,18390,1
375,21356,20629,0
376,23065,25121,1
377,23195,25344,1
378,16602,12307,1
379,24765,29083,2
380,27609,39466,1
381,28283,38719,1
382,25169,30213,1
383,18824,15963,2
384,24733,28961,3
385,23659,26158,0
386,27188,35116,1
387,20248,18729,2
388,16890,12812,3
389,28620,40195,1
390,24900,29461,3
391,18359,15470,2
392,23979,26809,1
393,18893,16034,1
394,26094,33052,0
395,18061,14750,2
396,22502,23469,0
397,15850,10748,3
398,16282,11555,1
399,28596,40170,0
400,21265,20530,0
401,1193,1847,2
402,11857,2570,0
403,23648,26147,0
404,20650,19633,3
405,15199,9488,1
406,19502,17905,1
407,27168,36709,1
408,25187,30307,1
409,19152,16394,2
410,19912,18364,2
411,19540,17943,2
412,26774,33918,3
413,20233,18715,2
414,18667,15797,2
415,12185,11107,0
416,22799,24776,0
417,28355,39218,3
418,14698,8091,2
419,23684,26208,1
420,19260,16886,2
421,738,1129,3
422,17945,14680,2
423,18297,15403,2
424,25527,31748,3
425,24046,26907,1
426,27106,34583,3
427,18481,15602,2
428,18512,15635,2
429,17709,14314,1
430,20089,18563,2
431,18596,15725,2
432,19203,16694,2
433,22239,22863,1
434,28599,40174,3
435,18745,15877,2
436,26591,33893,0
437,28388,39395,0
438,17635,14197,1
439,20771,19812,3
440,28591,40165,2
441,23138,25252,3
442,25991,33156,0
443,20781,19828,1
444,26621,33863,0
445,15977,10909,2
446,28140,37742,0
447,26715,33838,0
448,23162,25285,3
449,23331,25616,0
450,22279,22986,1
451,20140,18614,2
452,26684,33712,0
453,17710,14315,2
454,18578,15707,2
455,20628,19608,3
456,22015,22187,1
457,24387,27721,1
458,21588,20998,2
459,20094,18568,2
460,16882,12806,0
461,26567,33686,0
462,19087,15271,2
463,24356,27663,3
464,1163,1849,1
465,19268,17648,2
466,562,813,2
467,17973,14704,2
468,26044,33102,0
469,23552,26001,3
470,12120,3087,0
471,23984,26814,2
472,21382,20668,1
473,512,698,3
474,23081,25149,3
475,513,707,3
476,20112,18586,2
477,19545,17948,2
478,20830,19885,3
479,23095,25178,0
480,18833,16215,2
481,21670,21139,1
482,18717,15849,2
483,19907,18359,2
484,17179,13289,2
485,19887,18339,2
486,19209,16700,2
487,16267,11520,2
488,17763,14363,2
489,26879,33954,0
490,26274,33284,0
491,22598,23975,0
492,26171,33387,0
493,25961,33190,0
494,25828,32883,0
495,17267,13435,1
496,18521,15644,2
497,21502,20806,1
498,19763,18237,2
499,22672,24147,0
500,16004,11055,2
501,17177,13286,1
502,21233,20494,0
503,26381,33643,0
504,18657,15168,0
505,17441,14086,1
506,23145,25262,3
507,19871,18323,2
508,23343,25630,0
509,18897,16038,1
510,28176,38048,1
511,17630,14192,2
512,28215,38386,3
513,1240,1879,0
514,28197,38291,2
515,20730,19726,3
516,28214,38382,2
517,24396,27730,1
518,20228,18710,2
519,21364,20631,0
520,18028,16118,2
521,23317,25579,0
522,16964,12885,0
523,18247,15354,2
524,20556,19462,0
525,16216,15885,2
526,23972,26802,2
527,23646,26145,2
528,19886,18338,2
529,27973,36864,1
530,25499,31658,1
531,19743,18216,2
532,21148,20403,2
533,25802,32581,2
534,24194,27254,1
535,24772,29101,3
536,26231,33327,0
537,27152,39883,1
538,15925,10824,2
539,25875,32936,0
540,23272,25512,1
541,19749,18222,2
542,22305,32087,2
543,413,497,2
544,22524,23540,0
545,28285,38722,1
546,19472,17876,2
547,28333,39071,0
548,14626,7876,3
549,25189,30315,0
550,18239,15346,2
551,21205,20466,0
552,22052,22296,1
553,679,1009,1
554,26770,33701,1
555,27565,39885,1
556,27211,35134,3
557,23310,25567,3
558,27326,35352,0
559,23151,25274,3
560,22240,22866,0
561,24374,27702,3
562,19727,18200,2
563,19267,17645,2
564,23565,26014,3
565,22659,24155,3
566,17998,14729,2
567,20057,18531,2
568,27217,35091,2
569,28613,40188,2
570,25554,31933,0
571,25965,33185,0
572,26170,33388,0
573,27661,36133,0
574,18820,15959,1
575,27577,39806,2
576,19632,18103,2
577,18273,15384,2
578,457,563,2
579,16070,11187,2
580,24724,28952,1
581,20552,19446,1
582,20886,20079,3
583,22580,23957,0
584,18437,15557,2
585,25574,32277,3
586,20779,19824,1
587,18404,15520,2
588,26089,33057,0
589,27935,39654,3
590,17218,13365,0
591,24657,28762,1
592,21893,21804,1
593,22842,24827,0
594,27144,34693,0
595,17401,13855,2
596,17060,13006,0
597,788,1340,2
598,24158,27154,2
599,17163,13230,0
600,17049,12982,0
601,23906,26695,0
602,20146,18620,2
603,14761,8251,3
604,24391,27725,1
605,27606,39471,1
606,22784,24760,0
607,22804,24781,3
608,23956,26775,2
609,24071,26946,1
610,18699,15830,2
611,27092,34568,3
612,26931,34759,1
613,18602,15731,2
614,21321,20584,0
615,20081,18555,2
616,19009,16157,2
617,22087,22380,1
618,27305,35322,0
619,26358,33667,0
620,17085,13057,0
621,19252,16848,1
622,26291,33267,0
623,17433,13898,3
624,20751,19771,0
625,24220,27317,2
626,27215,35094,1
627,22778,24753,0
628,16715,13270,1
629,17982,14713,2
630,22063,22320,1
631,1217,9972,0
632,16268,11522,2
633,28253,38639,3
634,26174,33384,0
635,19120,16343,1
636,28177,38057,1
637,23535,25984,3
638,551,13646,3
639,24542,28424,0
640,20349,16590,3
641,26241,33317,0
642,27111,34565,3
643,22756,24727,1
644,22983,24994,2
645,17390,13842,2
646,24382,27715,0
647,24250,27405,3
648,18312,15418,1
649,20147,18621,2
650,17147,13212,1
651,22085,22375,1
652,22293,23104,0
653,844,10691,0
654,22065,22326,1
655,206,239,3
656,26695,33858,3
657,19488,17891,2
658,24506,28471,1
659,21357,20622,0
660,24837,29310,0
661,26123,33023,0
662,688,1018,2
663,24977,29692,1
664,19432,17841,2
665,18888,16029,2
666,19355,17737,2
667,27222,35086,0
668,26471,33601,0
669,25849,32962,0
670,17269,13437,3
671,23573,26023,3
672,25184,30287,3
673,28274,38701,0
674,790,1348,2
675,28631,40208,1
676,18604,15733,2
677,18670,15800,2
678,22253,22905,0
679,27196,35131,3
680,20811,19865,3
681,19723,18196,2
682,28780,40655,3
683,19132,16373,2
684,18685,15816,2
685,17279,13467,3
686,19505,17908,3
687,24373,27700,0
688,24207,27284,1
689,27301,35318,0
690,21752,21184,0
691,20695,19770,3
692,18904,16045,2
693,18217,14967,2
694,17421,13880,2
695,23454,25800,1
696,24970,29656,0
697,21645,21086,0
698,27115,34326,1
699,21579,20986,1
700,19678,18151,2
701,11861,2739,0
702,17540,14037,1
703,169,186,2
704,20482,17986,0
705,23997,26827,2
706,22856,24853,1
707,23258,25492,0
708,24034,26891,2
709,26469,33603,0
710,19141,16383,2
711,20202,18683,2
712,16303,11569,1
713,24162,27165,1
714,22088,22383,2
715,19243,17631,2
716,20786,19833,3
717,24149,27137,0
718,16221,15320,2
719,17701,14306,2
720,20046,18520,1
721,20671,19747,3
722,19271,17651,2
723,26858,33960,0
724,16299,11562,1
725,28621,40196,1
726,18840,15981,2
727,12235,11097,1
728,23030,25071,1
729,21793,21391,0
730,25432,31447,1
731,19920,18372,2
732,18008,14739,2
733,25833,32978,0
734,755,1184,3
735,20043,18515,2
736,17781,14379,2
737,18006,14737,2
738,23399,25711,1
739,22935,24946,2
740,20181,18662,2
741,26995,34193,0
742,19483,17886,2
743,27034,34138,1
744,28319,39000,0
745,22640,24027,0
746,18781,15919,2
747,20040,18512,2
748,1158,1869,3
749,21285,20563,0
750,24138,27110,2
751,18342,15452,2
752,17309,13556,0
753,17797,14393,2
754,27613,39827,0
755,19148,16390,2
756,19866,18318,2
757,25055,29980,3
758,27174,39797,1
759,21589,20999,1
760,16298,11561,2
761,22057,22307,1
762,17657,14237,1
763,24903,29464,3
764,22637,24024,0
765,19745,18218,2
766,28218,38392,0
767,17086,13058,2
768,676,1005,1
769,18416,15534,2
770,22335,32104,2
771,23383,25693,3
772,24498,28446,2
773,18762,15898,2
774,19342,17723,1
775,26518,33554,0
776,18461,15582,2
777,18906,16047,2
778,26348,33209,0
779,19530,17933,2
780,19147,16389,2
781,25892,32919,1
782,18150,18739,2
783,18304,15410,2
784,23660,26159,0
785,16937,12858,1
786,19510,17913,2
787,22860,24857,0
788,17066,13014,2
789,22249,22893,0
790,26084,33062,0
791,22539,23603,3
792,443,1087,3
793,20104,18578,2
794,17636,14198,2
795,14556,7699,3
796,19059,16098,1
797,22994,25005,1
798,22271,22962,1
799,22706,24226,1
800,1115,1870,3
801,19592,18064,2
802,19661,18134,2
803,21526,20848,3
804,18284,15390,2
805,22058,22309,1
806,21238,20501,0
807,22077,22363,1
808,23009,25023,0
809,1191,10708,0
810,22343,32092,0
811,19277,17656,2
812,21246,20507,0
813,23554,26003,3
814,17733,14336,2
815,22653,24040,0
816,24091,38543,1
817,26613,33871,2
818,24144,27129,1
819,24191,27245,0
820,28211,38370,1
821,18735,15867,2
822,26048,33098,0
823,18455,15575,2
824,22945,24957,0
825,16780,12641,3
826,19259,17639,1
827,22937,24948,2
828,16274,11527,2
829,18931,16074,2
830,20125,18599,2
831,17342,13789,1
832,21074,20336,0
833,17232,13387,1
834,27299,35315,0
835,18600,15729,2
836,22542,23616,3
837,18843,15984,2
838,20092,18566,1
839,25918,32866,3
840,26234,33324,0
841,16606,12312,3
842,26205,33353,0
843,19138,16380,1
844,16146,28308,3
845,26507,33565,0
846,17322,13756,2
847,15931,10831,2
848,16324,11590,1
849,225,263,3
850,26082,33064,0
851,20790,19839,0
852,25855,32956,0
853,24752,29032,1
854,14743,8205,0
855,26406,33618,0
856,25209,30388,2
857,17409,13867,2
858,19249,16842,2
859,16019,11078,2
860,28619,40194,1
861,21072,20396,3
862,28303,38771,0
863,429,519,2
864,22651,24038,0
865,12137,14431,1
866,19232,16766,2
867,26691,33862,1
868,19578,17982,2
869,24001,26831,2
870,27780,39678,3
871,19376,17758,1
872,23481,25906,0
873,17646,14216,2
874,21765,21209,3
875,20637,19613,3
876,17698,14303,2
877,18237,15344,2
878,23211,25383,0
879,18390,15506,2
880,104,14837,3
881,20467,17555,3
882,17720,14324,2
883,23028,25069,0
884,16935,12856,0
885,615,913,0
886,21576,20981,1
887,17062,13009,0
888,23931,26730,1
889,18909,16050,2
890,18194,14944,2
891,16953,12873,3
892,24058,26929,1
893,20337,16566,0
894,26215,33343,0
895,20251,18732,2
896,24013,26843,2
897,25438,31480,0
898,24975,29662,2
899,19863,18315,2
900,19250,17636,1
901,17808,14410,1
902,20075,18549,1
903,16286,11558,2
904,19756,18229,2
905,1177,10686,2
906,15089,9241,1
907,17449,13916,1
908,19382,17764,3
909,23933,26734,0
910,26362,33663,0
911,23537,25986,3
912,18487,15608,2
913,17765,14365,3
914,1152,10719,0
915,26685,33711,0
916,27256,35148,0
917,26265,33293,0
918,25176,30245,1
919,20483,18013,0
920,1150,1888,3
921,23442,25783,1
922,26307,33250,0
923,18777,15914,2
924,26990,34198,0
925,26298,33260,0
926,22693,24180,0
927,19487,17890,1
928,14992,8930,0
929,21900,21818,2
930,28611,40186,3
931,27385,35415,0
932,20080,18554,2
933,21635,21066,1
934,18454,15574,2
935,22308,32085,1
936,22233,22844,0
937,17307,13553,0
938,24494,28100,3
939,21004,20290,1
940,22054,22300,0
941,370,447,3
942,18193,14943,2
943,26383,33641,0
944,19325,17706,1
945,1171,10685,0
946,19063,15287,1
947,26409,33615,0
948,16027,11121,3
949,18133,18736,2
950,24662,28774,1
951,28788,40680,0
952,24884,29438,0
953,19827,18279,2
954,16978,21012,0
955,770,1238,1
956,18727,15859,2
957,28546,40068,3
958,19953,18406,2
959,27146,34711,0
960,17518,13998,0
961,23996,26826,2
962,23516,25965,3
963,23159,25282,3
964,24222,27333,0
965,19396,17778,2
966,18435,15555,2
967,26219,33339,0
968,23949,26764,2
969,22671,24152,0
970,22923,24934,2
971,18236,15343,2
972,24292,27508,0
973,23640,26331,0
974,17499,13965,0
975,26794,34064,0
976,19775,18249,2
977,26827,34008,0
978,18898,16039,2
979,18131,16650,2
980,20066,18540,2
981,30,35,0
982,11457,1930,0
983,19896,18348,2
984,27164,36562,3
985,20687,19661,3
986,21217,20478,0
987,23359,25657,0
988,23092,25173,1
989,26389,33635,0
990,24797,29208,2
991,18949,16092,2
992,23542,25991,3
993,18442,15562,2
994,21266,20524,0
995,26111,33035,0
996,20283,16440,0
997,24522,28435,0
998,24003,26833,2
999,26091,33055,0
1000,27700,36135,0
1001,23521,25970,3
1002,25844,32967,3
1003,28219,38398,0
1004,21221,20481,0
1005,21411,20712,1
1006,21551,20934,0
1007,24469,28045,3
1008,22931,24942,2
1009,18311,15417,2
1010,18751,15883,2
1011,28345,39146,0
1012,22927,24938,1
1013,18262,15371,2
1014,16851,12778,0
1015,15922,10820,2
1016,18778,15915,2
1017,21853,21720,3
1018,26590,33894,3
1019,15948,10853,2
1020,28265,38685,3
1021,1167,1841,0
1022,27059,34261,0
1023,17820,14451,3
1024,19905,18357,2
1025,22574,23951,3
1026,16318,11584,2
1027,26783,33986,0
1028,28777,40657,0
1029,22984,24995,2
1030,140,152,3
1031,24069,26944,1
1032,19429,17838,2
1033,15180,9448,0
1034,26313,33244,0
1035,23227,25420,3
1036,27189,35115,3
1037,24081,38545,0
1038,19155,16397,2
1039,18364,15475,2
1040,20551,19442,3
1041,27314,35337,0
1042,25430,31436,1
1043,16170,11342,1
1044,18038,15889,2
1045,18003,14734,2
1046,17916,14624,2
1047,21402,20699,2
1048,23463,25831,0
1049,18541,15664,2
1050,28748,40632,0
1051,24182,27222,1
1052,17021,13354,1
1053,25518,31702,1
1054,20827,19883,3
1055,23431,25770,3
1056,19240,17628,2
1057,15863,10762,2
1058,27015,34173,2
1059,27749,39669,1
1060,19664,18137,2
1061,24863,29407,1
1062,592,880,0
1063,19651,18124,1
1064,19130,16371,2
1065,18476,15597,2
1066,22275,22974,1
1067,25449,31530,2
1068,26167,33391,0
1069,20212,18693,2
1070,27118,34348,3
1071,25495,31634,0
1072,16552,12211,3
1073,24973,29659,0
1074,20162,18644,2
1075,20776,19818,3
1076,22549,23644,3
1077,26273,33285,0
1078,21290,20551,0
1079,18531,15654,2
1080,18253,15360,2
1081,20293,16460,0
1082,21520,20831,2
1083,16003,11054,2
1084,13667,6014,3
1085,25421,31383,0
1086,22250,22896,0
1087,17493,14080,2
1088,27065,34271,3
1089,17684,14287,1
1090,21634,21064,0
1091,26294,33264,0
1092,18984,16131,2
1093,23913,26703,0
1094,23160,25283,3
1095,20045,18517,2
1096,351,429,3
1097,17823,14458,0
1098,26327,33657,0
1099,20783,19831,1
1100,19660,18133,2
1101,18272,15383,2
1102,18565,15693,2
1103,26309,33248,0
1104,18000,14731,2
1105,20190,18671,2
1106,24125,27080,0
1107,23591,26054,0
1108,18325,15434,2
1109,25798,32723,2
1110,18135,18737,2
1111,25136,30135,0
1112,24666,28778,1
1113,21512,20820,3
1114,17455,13922,1
1115,19008,16156,2
1116,28277,38707,3
1117,24808,29247,0
1118,23557,26006,3
1119,28178,38069,3
1120,17548,14049,0
1121,18242,15349,2
1122,19566,17969,2
1123,18540,15663,2
1124,19541,17944,1
1125,25824,32888,0
1126,22082,22368,1
1127,19037,16195,2
1128,19538,17941,1
1129,22323,32102,0
1130,17083,13055,1
1131,17259,13426,3
1132,16726,12526,0
1133,21577,20982,1
1134,22929,24940,0
1135,23581,26041,3
1136,14648,7961,0
1137,23999,26829,2
1138,19796,18270,2
1139,23818,26526,2
1140,23534,25983,3
1141,26510,33562,0
1142,17987,14718,2
1143,21578,20983,1
1144,22427,23289,0
1145,22477,23408,0
1146,18007,14738,2
1147,17804,14400,2
1148,27306,35324,0
1149,26324,33233,0
1150,26376,33648,0
1151,28247,38630,3
1152,24849,29392,1
1153,19721,18194,2
1154,20567,19488,1
1155,16895,12818,0
1156,18741,15873,2
1157,27022,34115,0
1158,21297,20557,0
1159,22236,22854,1
1160,19291,17671,2
1161,17386,13838,2
1162,20547,19384,3
1163,25028,29901,2
1164,25894,32917,0
1165,27599,39815,1
1166,21149,20405,2
1167,19902,18354,2
1168,17017,13350,3
1169,14944,8811,2
1170,27040,34151,3
1171,23936,26740,1
1172,31,36,3
1173,21387,20680,0
1174,21658,21098,3
1175,11576,2125,0
1176,18943,16086,2
1177,25130,30119,1
1178,28278,38712,1
1179,207,241,1
1180,18055,16126,2
1181,23909,26699,0
1182,23049,25101,0
1183,24282,27494,1
1184,20083,18557,1
1185,17801,14397,2
1186,26601,33883,1
1187,17702,14307,2
1188,17542,14043,0
1189,17436,13903,3
1190,17304,13547,3
1191,24456,27829,3
1192,21592,21005,1
1193,27117,34344,0
1194,19972,18424,1
1195,19289,17669,2
1196,16532,12191,2
1197,22600,23977,0
1198,28167,37971,3
1199,21660,21100,3
1200,20060,18534,1
1201,22555,23668,3
1202,27236,35074,2
1203,22707,24227,1
1204,25968,33182,0
1205,24969,29655,0
1206,23834,26559,0
1207,24313,27578,1
1208,27120,34352,3
1209,26464,33608,0
1210,20054,18528,2
1211,19086,15262,2
1212,28352,39202,0
1213,19192,16683,2
1214,20521,19125,2
1215,19709,18182,2
1216,20529,19164,1
1217,24487,28085,0
1218,19867,18319,2
1219,19610,18081,3
1220,16581,12270,1
1221,21352,20619,0
1222,22734,24446,0
1223,26069,33077,0
1224,24217,27308,2
1225,26270,33288,0
1226,23678,26193,3
1227,26100,33046,0
1228,16543,12202,3
1229,27102,34579,3
1230,19754,18227,2
1231,16080,11197,2
1232,19163,16652,2
1233,25493,31626,0
1234,23184,25329,3
1235,20056,18530,2
1236,22501,23467,1
1237,22911,24922,2
1238,24180,27216,0
1239,21355,20621,1
1240,16820,33447,0
1241,18829,15970,2
1242,17536,14030,1
1243,20287,16449,3
1244,18039,16178,1
1245,26697,33856,3
1246,23179,25318,1
1247,24458,27833,1
1248,92,14808,3
1249,18707,15838,2
1250,12254,11111,1
1251,27053,34253,0
1252,20640,19698,0
1253,19270,17650,2
1254,17094,13073,3
1255,24462,27842,1
1256,24939,29606,3
1257,20163,18645,2
1258,18582,15711,2
1259,23209,25380,1
1260,24560,28402,0
1261,27145,34701,0
1262,16007,11060,2
1263,16321,11587,1
1264,22829,24809,0
1265,25957,33195,0
1266,19589,18061,2
1267,21211,20473,0
1268,19133,16374,2
1269,17255,13422,3
1270,26374,33650,0
1271,18261,15370,2
1272,20009,18481,2
1273,20721,19700,3
1274,403,479,0
1275,18317,15425,2
1276,28265,38687,1
1277,24026,26867,1
1278,21421,20725,1
1279,23960,26782,0
1280,26478,33594,0
1281,18936,16079,1
1282,24413,27771,2
1283,20465,17828,1
1284,24457,27831,3
1285,24768,29093,3
1286,479,619,3
1287,156,169,3
1288,24124,27079,3
1289,26012,33134,0
1290,22800,24777,0
1291,25848,32996,0
1292,26088,33058,0
1293,20338,16568,1
1294,23457,25812,3
1295,21249,20506,0
1296,22964,24976,2
1297,18509,15632,2
1298,23105,25192,3
1299,26103,33043,0
1300,17905,14613,3
1301,20837,19898,1
1302,19518,17921,3
1303,25018,29749,3
1304,17239,13393,1
1305,18554,15680,2
1306,1140,10695,0
1307,12198,11103,1
1308,22872,24879,0
1309,22519,23518,0
1310,18180,14931,2
1311,19648,18121,2
1312,28284,38720,0
1313,13439,5500,3
1314,22827,24806,3
1315,26282,33276,0
1316,17739,14342,1
1317,20839,19914,3
1318,19704,18177,2
1319,18192,14942,2
1320,16692,13053,1
1321,18725,15857,2
1322,28301,38769,0
1323,27074,34285,3
1324,26276,33282,0
1325,17148,13213,0
1326,20662,19735,3
1327,18538,15661,2
1328,23189,25338,0
1329,26863,33967,0
1330,27694,36150,2
1331,21225,20487,3
1332,15153,9378,3
1333,20161,18643,2
1334,28113,37303,1
1335,23998,26828,2
1336,21298,20561,0
1337,23039,25082,1
1338,19771,18245,2
1339,19467,17871,2
1340,18995,16143,2
1341,18302,15408,2
1342,18410,15529,2
1343,26314,33243,0
1344,19411,17793,2
1345,27698,36146,2
1346,559,807,1
1347,24840,29378,1
1348,17018,13351,3
1349,960,1857,3
1350,19346,17728,2
1351,20086,18560,2
1352,24265,27470,0
1353,21272,20534,0
1354,18465,15586,2
1355,16891,12813,0
1356,19581,18053,2
1357,23307,25562,0
1358,24067,26942,1
1359,21367,20634,0
1360,22290,23103,0
1361,27099,34575,3
1362,21521,20832,0
1363,33,38,3
1364,21906,21828,0
1365,21495,20785,1
1366,22617,23994,0
1367,26821,34015,0
